Filename,grasp_type_ ,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z
238.jpg,0,0.432146668434143,0.329908788204193,0.328049719333649,0.696865200996399,0.855331301689148,0.742611169815064,0.444065392017365,0.320927381515503,0.314729988574982,0.746010422706604,0.880595803260803,0.761195957660675,-0.0223728530108929,-0.0391303077340126,-0.0139290215447545,0.440969169139862,0.361076653003693,0.310252070426941,0.78558087348938,0.749424338340759,0.777239859104157,-0.0325375869870186,-0.0177671555429697,-0.0163103044033051,0.445881843566895,0.323379039764404,0.366082668304443,0.8195760846138,0.772522687911987,0.711203992366791,-0.0385037064552307,-0.0198386926203966,-0.00246715149842203,0.453553199768066,0.303913414478302,0.349152266979218,0.846796035766602,0.794196963310242,0.731467723846436,-0.0436382405459881,-0.0208163093775511,-0.00471201119944453,0.374921262264252,0.296530783176422,0.345788180828094,0.780397117137909,0.812136352062225,0.745584607124329,-0.0274192541837692,-0.0218112543225288,-0.00585516588762403,0.345412909984589,0.35961526632309,0.348174154758453,0.825813293457031,0.725037157535553,0.75775671005249,-0.0331894420087337,-0.00909854657948017,-0.00595299294218421
Tuna-can-subj4-1.jpg,0,0.609179705381393,0.748954951763153,0.713753968477249,0.163279175758362,0.11471825838089,0.175319701433182,0.636553525924683,0.770342230796814,0.747337937355042,0.138386189937592,0.125331252813339,0.196406975388527,-0.000877684622537345,-0.0548856183886528,-0.0677887424826622,0.679886400699616,0.673239678144455,0.770298451185226,0.136222690343857,0.127803653478622,0.216513812541962,-0.00798198860138655,-0.0374778658151627,-0.0718940570950508,0.712042063474655,0.717574089765549,0.654716700315475,0.151920348405838,0.119422301650047,0.198381081223488,-0.0141412783414125,-0.0524527132511139,-0.0462788790464401,0.736679941415787,0.749374926090241,0.697595000267029,0.168779477477074,0.130230918526649,0.216013520956039,-0.0218565575778484,-0.059133842587471,-0.0619124658405781,0.680963456630707,0.772537142038345,0.725301712751389,0.107630670070648,0.144581630825996,0.228771075606346,-0.0304797533899546,-0.0638037174940109,-0.0685977786779404,0.721889793872833,0.664269000291824,0.74622192978859,0.107418887317181,0.160074189305305,0.241981238126755,-0.0444138161838055,-0.042846541851759,-0.0721394568681717
230.jpg,0,0.580755472183228,0.76016215980053,0.699138343334198,0.686930775642395,0.656528413295746,0.793049871921539,0.604515671730042,0.785821586847305,0.729832828044891,0.631974339485168,0.658225417137146,0.817317366600037,-0.00848983321338892,-0.0615928657352924,-0.0599009580910206,0.636022090911865,0.669405788183212,0.754741132259369,0.622118830680847,0.710839867591858,0.832895457744598,-0.0149253727868199,-0.0380191057920456,-0.0651641637086868,0.660771250724793,0.724560678005219,0.638111174106598,0.625966906547546,0.746385037899017,0.770862281322479,-0.0190090090036392,-0.0523651279509068,-0.0374520607292652,0.676215082406998,0.760356545448303,0.67037445306778,0.63570374250412,0.767655849456787,0.809329390525818,-0.0243588350713253,-0.0605417713522911,-0.0488239377737045,0.675782918930054,0.788078099489212,0.692027449607849,0.665181934833527,0.78448098897934,0.828780889511108,-0.0363704264163971,-0.0658845603466034,-0.0537530593574047,0.726463675498962,0.655500829219818,0.710711181163788,0.657731831073761,0.746981561183929,0.840006411075592,-0.0505458563566208,-0.0380457825958729,-0.0559753961861134
Soup-can-longside-subj3-2.jpg,0,0.509443610906601,0.41506427526474,0.38614696264267,0.0284738764166832,0.220199659466743,0.134443864226341,0.534225046634674,0.396825313568115,0.362470686435699,0.0796082019805908,0.256702482700348,0.18789005279541,-0.0449590720236301,-0.161153435707092,-0.10899955779314,0.534612834453583,0.449722409248352,0.351092755794525,0.133044183254242,0.0965667068958283,0.229412257671356,-0.074224978685379,-0.086791880428791,-0.115157440304756,0.529867440462112,0.403376758098602,0.423378169536591,0.186480939388275,0.154025435447693,0.0822997838258743,-0.0916559025645256,-0.11756781488657,-0.0494431555271149,0.525916337966919,0.379835844039917,0.387023627758026,0.231538861989975,0.211506187915802,0.123571462929249,-0.109560705721378,-0.126841276884079,-0.0688254311680794,0.479519426822662,0.367403626441956,0.368291854858398,0.117954529821873,0.252657830715179,0.160480841994286,-0.104720301926136,-0.130792543292046,-0.0789271295070648,0.438995897769928,0.431368887424469,0.35871684551239,0.17289063334465,0.084623783826828,0.192784339189529,-0.138073235750198,-0.0676717460155487,-0.0842659994959831
190.jpg,0,0.524410337209702,0.390542685985565,0.433907687664032,0.602179825305939,0.656163096427918,0.665419638156891,0.509196579456329,0.382729649543762,0.425519943237305,0.610734820365906,0.678114116191864,0.682738304138184,-0.0317146480083466,-0.0170920491218567,0.0138113787397742,0.486177861690521,0.443440496921539,0.421688437461853,0.637015223503113,0.629224181175232,0.701553463935852,-0.0398353263735771,0.00887955632060766,0.00776259414851666,0.472333371639252,0.416602075099945,0.469523668289185,0.682278215885162,0.64715975522995,0.665424883365631,-0.0421516783535481,0.0109646851196885,0.028207466006279,0.463290631771088,0.404884099960327,0.454742789268494,0.718633770942688,0.667806386947632,0.685527861118317,-0.0427221208810806,0.00417477637529373,0.0253518857061863,0.436627686023712,0.400173962116241,0.45162969827652,0.610190093517303,0.689201474189758,0.70078319311142,-0.00600107759237289,-0.00192209053784609,0.0208865460008383,0.405026495456696,0.454837739467621,0.451055884361267,0.630677759647369,0.647322356700897,0.715379118919373,-0.00617877393960953,0.0201446488499641,0.0178792141377926
276.jpg,0,0.529397428035736,0.644047290086746,0.592573046684265,0.262766063213348,0.161988139152527,0.250940382480621,0.555947571992874,0.666034072637558,0.62150365114212,0.234112530946732,0.168260514736176,0.263111919164658,-0.0030406741425395,-0.0632917135953903,-0.0739429369568825,0.585926800966263,0.56742998957634,0.642854869365692,0.216352269053459,0.214028969407082,0.273304879665375,-0.0112663973122835,-0.0461809411644936,-0.077909491956234,0.612312793731689,0.602026611566544,0.55579549074173,0.224027901887894,0.194665521383286,0.28669610619545,-0.0170329120010138,-0.0639598518610001,-0.0507809519767761,0.628773629665375,0.632846087217331,0.588508129119873,0.231050401926041,0.206230327486992,0.305153727531433,-0.0238185804337263,-0.0705416947603226,-0.0656306892633438,0.578068137168884,0.653903186321259,0.607853889465332,0.189883902668953,0.219800651073456,0.318961203098297,-0.0407975167036057,-0.0747232437133789,-0.0708704218268395,0.615581691265106,0.559653282165527,0.622144013643265,0.161328881978989,0.247464045882225,0.328588366508484,-0.0553882047533989,-0.0493442788720131,-0.0733809471130371
285.jpg,0,0.521598488092423,0.346667587757111,0.360390603542328,0.498717218637466,0.640285730361939,0.527182757854462,0.514533281326294,0.333023369312286,0.343926191329956,0.569096028804779,0.660981297492981,0.557552456855774,-0.0152843669056892,-0.0342900492250919,-0.0195171628147364,0.489822447299957,0.415849506855011,0.339718043804169,0.618505120277405,0.531550943851471,0.580532193183899,-0.0230614710599184,-0.0228471010923386,-0.017584590241313,0.478049337863922,0.352483630180359,0.421743214130402,0.656417667865753,0.554810762405396,0.488961935043335,-0.026790764182806,-0.0282610096037388,-0.00879171211272478,0.48168933391571,0.328789472579956,0.390011072158813,0.679601550102234,0.584392905235291,0.521391689777374,-0.0293261893093586,-0.0252501387149096,-0.012050062417984,0.426205456256866,0.322115063667297,0.383128643035889,0.574659824371338,0.609715104103088,0.548981726169586,-0.0299072694033384,-0.0205442607402802,-0.0113103399053216,0.373000085353851,0.415394008159637,0.384051144123077,0.613852620124817,0.50190657377243,0.56852912902832,-0.0357346720993519,-0.0153567604720593,-0.00845940504223108
117.jpg,0,0.418134212493897,0.263230800628662,0.292723596096039,0.793699502944946,0.893782496452332,0.79969048500061,0.414087355136871,0.245605826377869,0.274035632610321,0.850835740566254,0.910164713859558,0.81702333688736,-0.0277948658913374,-0.0411666892468929,-0.00825260952115059,0.395030438899994,0.329598426818848,0.264344334602356,0.897446393966675,0.813690364360809,0.834778964519501,-0.0406507886946201,-0.0164515003561974,-0.00918993540108204,0.386046826839447,0.2835613489151,0.342995285987854,0.942369699478149,0.822851479053497,0.779935300350189,-0.0485956519842148,-0.018835885450244,0.00297791417688131,0.379996418952942,0.257504940032959,0.310365438461304,0.979792475700378,0.83863490819931,0.793452978134155,-0.0556939169764519,-0.0205835215747356,0.00165576301515102,0.334168553352356,0.243799090385437,0.29536759853363,0.850168645381928,0.855083763599396,0.807028293609619,-0.0288119483739138,-0.0218732170760632,0.00160760094877332,0.288718402385712,0.334026694297791,0.28763085603714,0.875793099403381,0.790422737598419,0.821933686733246,-0.0341413840651512,-0.00545643316581845,0.00244586542248726
178.jpg,0,0.431615352630615,0.56830957531929,0.558499604463577,0.684310436248779,0.644152879714966,0.676495254039764,0.429799139499664,0.58717468380928,0.556440949440002,0.640668034553528,0.611354887485504,0.638752520084381,-0.074860155582428,-0.168882086873055,-0.0729935467243195,0.452936112880707,0.508486598730087,0.551750242710114,0.602859020233154,0.710533142089844,0.615150451660156,-0.108947277069092,-0.0792631506919861,-0.0746384486556053,0.48026317358017,0.566555589437485,0.522197276353836,0.568494737148285,0.699752151966095,0.698330998420715,-0.12171483039856,-0.106946587562561,-0.0118097122758627,0.512282878160477,0.596444338560104,0.54497018456459,0.53850644826889,0.666052579879761,0.666147351264954,-0.129230037331581,-0.117069162428379,-0.0338289141654968,0.496371567249298,0.615769982337952,0.542416214942932,0.698308527469635,0.636080324649811,0.635817587375641,-0.116346888244152,-0.122696287930012,-0.0443868860602379,0.540746778249741,0.51651132106781,0.541284441947937,0.67600816488266,0.706186711788178,0.617644250392914,-0.14568917453289,-0.0432507544755936,-0.0487614795565605
136.jpg,0,0.661319971084595,0.830939054489136,0.776617005467415,0.60036563873291,0.655915796756744,0.682384133338928,0.697231948375702,0.83787676692009,0.788514465093613,0.596168041229248,0.684505701065064,0.726757228374481,0.0105627840384841,-0.0380901396274567,-0.0476975925266743,0.736375898122788,0.750682532787323,0.792264118790627,0.612988233566284,0.599300503730774,0.754261493682861,0.00857724621891975,-0.0261904392391443,-0.043617133051157,0.760651543736458,0.808271706104279,0.717476606369019,0.643853545188904,0.637764453887939,0.650425016880035,0.00504661211743951,-0.0422383807599545,-0.0423888452351093,0.772771239280701,0.828871190547943,0.749517530202866,0.675476968288422,0.679680824279785,0.707042932510376,0.000737794442102313,-0.0460625663399696,-0.0484207272529602,0.758822709321976,0.833488911390305,0.759910717606545,0.593087077140808,0.711202740669251,0.733942627906799,-0.015207982622087,-0.0451698899269104,-0.0448339581489563,0.809500262141228,0.736402422189713,0.765581771731377,0.621212124824524,0.619929850101471,0.749614477157593,-0.0304796472191811,-0.0353057533502579,-0.0398457050323486
